Glacial.Lake.ID,Latitude,Longitude,Altitude_m,Lake.Area..sq.km.,Ice.Cover....,Temperature_C,Precipitation..mm.year.,Slope_Angle_degrees,Nearby.Glacier..Yes.No.,Seismic.Activity..Yes.No.,Moraine.Dam.Type,Historical.GLO.Events..Yes.No.,Risk.Score
GLO200,30.940651128906836,80.26252940713492,4720,0.641495260342885,16,1.0787817081339472,1584,20,Yes,No,Ice-Cored,Yes,Very High
GLO201,29.08911220207584,80.481332999692,4967,0.9974662320838376,32,-6.376820011725087,1063,41,No,No,Rock-Cored,No,High
GLO202,31.099345984417337,78.07183272452188,4856,4.2219183805304485,36,-7.462318640276284,951,48,Yes,No,Ice-Cored,Yes,Very High
GLO203,30.59836231074981,78.06524248873204,5087,3.949428290283047,27,0.0251377216765185,1068,20,Yes,Yes,Rock-Cored,Yes,Medium
GLO204,31.59249775736319,80.66593041083541,4776,2.695200302345752,19,-9.727055753397774,810,31,No,Yes,Rock-Cored,No,Low
GLO205,30.415677997670624,79.5505777837567,4822,2.283875427282857,48,-0.8765611697482978,1362,43,No,No,Rock-Cored,Yes,Low
GLO206,29.49998843045841,79.7439925634199,5069,0.813741930082883,44,-8.248719305476316,1423,26,Yes,No,Ice-Cored,No,Medium
GLO207,31.487243503545567,80.39848613100975,4967,4.880451749793591,34,-6.219713697000364,1358,44,Yes,Yes,Ice-Cored,No,Low
GLO208,30.375397772496758,78.2012349207517,5023,3.550217839691871,28,-5.58366297747542,895,35,No,Yes,Ice-Cored,Yes,High
GLO209,30.3614715960644,78.81014030279263,4983,4.089353603425137,47,-8.1016140810169,837,24,Yes,Yes,Ice-Cored,Yes,Medium
GLO210,30.84199811329777,79.47246114774897,4790,3.689430046041444,45,-2.5953033539829065,1532,24,No,Yes,Rock-Cored,No,High
GLO211,30.951912306006143,80.21023796022335,5118,0.9085719148233702,39,4.5532673583562016,826,36,Yes,Yes,Rock-Cored,No,Low
GLO212,31.6185231376508,78.49378483431285,4746,4.908643279389923,29,3.188025219737858,1028,37,No,Yes,Ice-Cored,Yes,Very High
GLO213,30.754253705477097,78.8036965599597,4702,4.598282825328031,25,-5.790669263545588,828,37,No,No,Rock-Cored,Yes,Very High
GLO214,30.897052668730616,79.27575432702331,5190,3.195875489480818,16,-6.23427480901314,859,38,Yes,Yes,Rock-Cored,No,Low
GLO215,29.27009001705356,78.7290408605401,5041,2.866012213948024,33,-5.930738038610841,1374,32,No,No,Ice-Cored,Yes,Medium
GLO216,30.25979951712647,79.36489883181001,4917,1.2699255675596333,11,2.876191988694382,1511,42,No,No,Rock-Cored,No,High
GLO217,31.840351615484924,79.50037133478871,4836,1.3295508454424163,49,-7.465480893631051,1260,38,No,Yes,Ice-Cored,Yes,Low
GLO218,31.376361339077715,80.15989242328465,5024,2.4419828828036594,23,4.220374800788493,1424,30,Yes,Yes,Ice-Cored,No,High
GLO219,31.393834481134427,79.56131834532687,4893,3.565104054846942,48,-0.8770641834477022,976,46,Yes,Yes,Ice-Cored,Yes,Very High
GLO220,30.495266812536443,78.09774235521554,4785,4.445538076011594,46,1.2643585696847737,1304,49,No,No,Ice-Cored,No,Low
GLO221,29.881112783638702,80.7063669465927,5103,2.268234874589212,28,-0.1173001043810941,805,31,No,Yes,Ice-Cored,Yes,Very High
GLO222,31.329176168371127,80.17400310416423,4829,2.65403603332978,47,-7.355067289113002,914,40,No,No,Rock-Cored,Yes,Very High
GLO223,29.39564947626049,80.03957988300674,4741,1.2470687346735696,28,0.3378542585240929,1220,25,No,No,Rock-Cored,Yes,Medium
GLO224,31.424393884635982,78.07483162287713,4966,1.6784987681311574,42,3.737085489856616,1214,45,No,No,Ice-Cored,Yes,Low
GLO225,30.91712616943942,78.94400191625715,4969,2.352542485395258,49,-5.195484776995834,1412,35,No,Yes,Ice-Cored,Yes,High
GLO226,31.57359512855167,79.26756675530868,4982,4.98819308727114,12,2.852467487976149,888,44,No,No,Ice-Cored,Yes,Medium
GLO227,31.629999932607667,80.00646115256403,5146,4.7997087813932815,44,-4.849017857877346,1047,48,Yes,No,Ice-Cored,Yes,Low
GLO228,30.22421699111423,79.01121426675353,4988,0.8739214114165677,47,-7.81434862271692,1383,36,Yes,No,Ice-Cored,Yes,Low
GLO229,29.700271397166457,80.41078062605673,4841,1.0089292955194464,22,2.184255354643728,1093,32,Yes,Yes,Ice-Cored,Yes,High
GLO230,29.978169307918936,78.70479273229401,4770,4.3771963643086185,49,-9.166273523824144,1457,28,Yes,Yes,Rock-Cored,Yes,Medium
GLO231,29.37432202849557,80.91634708566559,4703,4.790512964585738,12,4.161493839572604,1031,41,No,Yes,Ice-Cored,No,High
GLO232,31.43668922220894,79.8784737313964,5193,2.33103205070525,43,-9.211181444266614,1248,22,Yes,No,Rock-Cored,Yes,Very High
GLO233,31.223026431590974,80.26299874789822,4730,4.021877249039383,43,0.197578170858959,1460,21,No,No,Ice-Cored,No,Medium
GLO234,29.26116708784437,78.50349319357368,5011,4.747492098450616,40,-5.1228260933130185,910,26,Yes,Yes,Rock-Cored,Yes,High
GLO235,31.973124035314115,78.2285094393147,4784,3.268995193337882,36,-9.345041236930255,1081,43,No,Yes,Rock-Cored,No,Very High
GLO236,30.172724730818523,80.58112361776317,5168,2.803998427688533,42,-4.848842022980973,1207,47,No,No,Rock-Cored,Yes,Very High
GLO237,29.657183840479384,80.22791386169588,4742,1.88264443394788,45,0.7470697329089173,1434,23,No,No,Rock-Cored,No,High
GLO238,29.67886975239592,80.48482508636562,4990,4.687081499394996,28,-7.933390736521392,1400,29,No,No,Ice-Cored,No,High
GLO239,29.521394213836697,79.67309829531844,4847,4.5058957742465,42,1.6748559774856844,1572,26,No,Yes,Ice-Cored,Yes,Medium
GLO240,30.175906623308023,79.5106695672704,5027,0.7249113701011995,48,-4.691866437882686,1273,26,No,Yes,Ice-Cored,Yes,Very High
GLO241,30.00396449932168,80.60478101659666,5049,1.7166306518893848,41,-1.7518530253533149,997,33,No,No,Ice-Cored,No,High
GLO242,30.912749875526742,80.8071779803059,5194,1.3013027349656685,10,2.1741385125498045,1296,36,No,No,Ice-Cored,Yes,Very High
GLO243,30.29203230654378,78.6314897506221,4730,4.739416897874819,26,-9.6086814721691,1536,34,Yes,Yes,Rock-Cored,Yes,High
GLO244,31.021340044273472,79.87056234641557,4850,2.1347363218247324,46,-8.389627644932618,1088,28,Yes,No,Rock-Cored,Yes,Medium
GLO245,30.405227868483617,78.70555680274371,4725,4.567277098459909,24,-8.618180781354411,1545,38,No,Yes,Rock-Cored,No,High
GLO246,30.44955146286416,80.88812313386703,5156,3.059898995678778,48,-3.071893420145039,989,26,No,No,Rock-Cored,Yes,Medium
GLO247,30.51864142136585,80.8820259270241,4959,4.76772907831443,31,-0.4899140687449801,1288,48,Yes,No,Rock-Cored,No,Very High
GLO248,30.931722211376595,78.65209774874674,5032,1.796664121650971,39,-1.3899641297151497,937,20,No,Yes,Ice-Cored,Yes,Medium
GLO249,31.19342555536207,80.03306663362096,4737,3.753086538836498,21,2.3798203118126526,1181,27,No,No,Rock-Cored,Yes,Very High
GLO250,29.68102292268468,78.45991337836809,4836,4.49365601278244,45,-1.6294639881973954,930,48,Yes,No,Rock-Cored,Yes,Medium
GLO251,29.82529238171591,79.47189914174423,4852,1.998448251020232,12,-5.982452447110563,1352,24,No,No,Ice-Cored,No,High
GLO252,31.33264882897936,78.99389162974482,4878,2.506712709829772,40,0.5690837976609391,1393,38,No,No,Ice-Cored,Yes,Medium
GLO253,29.48925306999112,78.54287926542587,4761,1.1978001140511747,43,4.578868215407226,1580,21,No,Yes,Rock-Cored,Yes,High
GLO254,29.01162772746764,79.50713920999513,5078,4.237090670011101,11,3.2189865306588423,1026,46,Yes,No,Rock-Cored,Yes,Very High
GLO255,31.715998841539125,78.8370247042348,5068,0.5943352370118082,17,-6.048999514528134,959,40,Yes,No,Rock-Cored,No,High
GLO256,30.52321207613493,80.79516601060462,4772,2.0770614555238742,17,1.3005783115326022,1042,45,Yes,Yes,Ice-Cored,Yes,Low
GLO257,31.134748688321192,78.77062103065677,5026,3.727968451376368,22,-1.546208093086079,1439,38,Yes,No,Rock-Cored,Yes,High
GLO258,29.576531979189827,78.83842309786979,4815,0.5162981336755909,20,-1.3606149496324864,1576,32,Yes,Yes,Ice-Cored,No,Low
GLO259,30.90223447228752,79.66468765103379,4875,4.199386960613037,40,4.999073236943016,1228,24,No,No,Rock-Cored,Yes,Very High
GLO260,29.37427861510485,79.16736794060174,4990,3.473446539103802,35,-5.985883116266347,1481,44,No,Yes,Rock-Cored,Yes,Medium
GLO261,30.591572323287423,79.58199544828015,4796,2.5518532190058427,46,-7.543729344050688,1409,26,No,No,Rock-Cored,No,Very High
GLO262,30.93899898792427,80.85519403117684,4858,2.75612604316936,27,0.3747626141538216,1198,46,No,Yes,Ice-Cored,Yes,Very High
GLO263,30.629786699603777,80.3726780015545,4729,0.921755890554942,23,-8.874232357933074,1212,22,No,No,Rock-Cored,Yes,Low
GLO264,31.901726055983666,78.46200357872614,4937,2.3945265752094453,14,-7.239617125655557,860,32,Yes,Yes,Rock-Cored,Yes,Medium
GLO265,30.81635152598715,78.71514777780963,4961,4.860410335326511,14,-3.2906926845585103,813,44,No,Yes,Rock-Cored,Yes,Low
GLO266,30.7588581892654,78.9171229180807,4846,3.67476279516218,18,-9.359350783327256,1572,20,No,Yes,Ice-Cored,No,Medium
GLO267,30.41984037038616,78.76166371693967,5079,1.8699395603666735,35,-8.603201653152615,1309,47,No,Yes,Ice-Cored,Yes,Medium
GLO268,31.072399834979635,78.13627944000737,4751,4.538879627733419,28,-9.752532723322796,1128,30,Yes,No,Rock-Cored,No,High
GLO269,29.683953094591345,79.61067966318195,4914,0.9421410549553324,11,-1.131578162277954,816,48,Yes,Yes,Rock-Cored,Yes,Very High
GLO270,31.3839285262441,80.02351588232459,5023,4.611492502119384,26,4.390369822458309,1405,26,No,Yes,Ice-Cored,Yes,Very High
GLO271,31.86025372131119,80.06606319828286,4750,3.396638818322932,18,-5.246262475988704,1551,41,No,Yes,Ice-Cored,Yes,Medium
GLO272,29.194539357033268,79.41568445714606,4985,2.8432527083086736,43,3.6985274578074687,1565,27,Yes,Yes,Ice-Cored,Yes,Medium
GLO273,31.609352693627493,80.90316291213763,5127,1.9838213621035676,32,-9.511340743692337,1456,41,Yes,Yes,Rock-Cored,No,Medium
GLO274,31.12153185499343,78.07514748668474,5171,2.4843642005875743,20,-6.377591884725341,1442,32,Yes,No,Ice-Cored,No,High
GLO275,29.119659003784363,80.18147671348409,5138,1.2205600946393576,18,-2.3027462717043345,1476,43,No,Yes,Rock-Cored,No,Medium
GLO276,30.70351616532967,80.00345198625118,4851,4.452948225630872,39,-8.48761014078269,1285,38,No,Yes,Ice-Cored,Yes,Low
GLO277,31.49441968166546,78.28683976113663,4798,4.328522701618027,47,0.9839841513385216,1277,39,No,No,Ice-Cored,Yes,Very High
GLO278,29.50115011595633,80.67887666674208,4813,4.469350660602318,13,4.045169209725541,1117,27,Yes,Yes,Rock-Cored,No,Medium
GLO279,30.12082941212407,79.8609012747088,4763,2.7844358312100312,36,-8.137504380035272,1553,24,No,Yes,Ice-Cored,No,Very High
GLO280,29.360141742160582,78.61996419457547,5061,0.5639676937486225,20,-1.016089442779279,1226,20,Yes,No,Ice-Cored,Yes,Low
GLO281,31.39654715578096,78.31166709408427,4749,2.7780556993922216,17,-7.454847461627978,1096,32,No,No,Rock-Cored,No,Medium
GLO282,31.07641136240157,79.26799874001138,4988,3.135896821298138,35,-4.189747594226825,1568,36,Yes,Yes,Ice-Cored,No,Medium
GLO283,31.071796671074765,78.99567645928416,5053,2.3327466136730144,44,-8.487247419930009,1071,44,No,Yes,Rock-Cored,Yes,Medium
GLO284,31.315567097132927,80.22809864142572,5002,4.985798113767259,24,4.377542711351124,914,44,No,No,Rock-Cored,Yes,Low
GLO285,29.43897366955693,80.56142922832127,5189,3.377286229741053,29,-8.176851038326843,1533,26,Yes,Yes,Rock-Cored,No,High
GLO286,30.74436885144089,79.62237655086378,4910,2.442144469355303,25,-4.439966652539542,867,37,No,No,Rock-Cored,No,High
GLO287,29.542957833897518,80.32076015419086,5040,2.2306077938271454,49,3.644642964344774,988,48,Yes,Yes,Rock-Cored,No,Medium
GLO288,31.22277003786418,80.38640510953422,5086,4.121582739467592,15,-0.0548177121072779,1497,42,Yes,No,Rock-Cored,No,Medium
GLO289,31.309085445870508,80.16445245814192,4749,3.139637535976953,19,-0.5980693315943153,1012,31,Yes,Yes,Rock-Cored,Yes,High
GLO290,29.47751995580873,78.53809510857614,5196,3.994234330756399,47,-7.529571663312241,1598,27,No,Yes,Ice-Cored,Yes,Low
GLO291,31.19658643087088,78.49601356181405,5159,1.0794549006402585,18,0.1032135527552373,1184,37,Yes,Yes,Ice-Cored,Yes,Very High
GLO292,30.48970604302801,79.07594772950867,5100,2.084333056713357,38,-6.033093875848557,1048,45,Yes,Yes,Ice-Cored,Yes,High
GLO293,31.88393601309309,79.07344532656845,4832,1.2042797353500772,14,0.321708561258232,1160,40,No,No,Rock-Cored,Yes,Medium
GLO294,31.918523474441617,79.62620318776709,4715,0.9819133512266602,31,-7.245153293066068,1174,31,No,No,Rock-Cored,No,Very High
GLO295,31.452006110640543,80.81030688458927,5059,1.1420098338352465,48,-7.342227654426905,1056,41,No,No,Rock-Cored,No,Medium
GLO296,30.956702186324424,79.32992908411498,4831,2.871506650892992,40,4.818640685822572,1302,42,No,Yes,Ice-Cored,Yes,Very High
GLO297,31.46824873228424,79.03065908900963,5189,4.89338661313419,19,-5.850022620281962,1478,33,No,Yes,Ice-Cored,No,Medium
GLO298,31.80797976296752,79.54890440399537,5017,0.9760580059325116,16,0.0617848842205699,963,29,No,No,Ice-Cored,No,Medium
GLO299,31.61266380615831,78.4199959052998,5162,3.1854692117080483,25,-8.751156846098372,1392,28,No,No,Rock-Cored,Yes,Low
GLO300,31.04482005274833,78.37565298921417,5029,1.9460663133348235,14,-2.861103488717231,1130,43,No,No,Ice-Cored,No,Medium
GLO301,29.93425747127066,78.64107997276639,5094,2.590768305640195,32,0.50884026407814,1110,47,No,No,Rock-Cored,Yes,Very High
GLO302,30.99987680796314,79.40597690154829,5025,3.864481345364723,17,-6.430929915899702,1004,20,Yes,No,Ice-Cored,No,Medium
GLO303,29.69027781945409,78.40694150305629,5070,1.2083703471095837,41,2.310743871888583,1000,30,No,No,Rock-Cored,No,Very High
GLO304,29.43874549877762,78.57457928705776,5128,2.8497245541908427,49,-5.748548184935592,1020,26,No,Yes,Rock-Cored,Yes,Medium
GLO305,30.53266972235821,80.83524634936745,5071,1.5973247679130398,16,-5.47282490436918,849,22,No,Yes,Ice-Cored,No,Low
GLO306,30.78223521275564,80.88315089166086,4958,1.0616824878790398,38,-2.084326127300767,893,26,No,Yes,Ice-Cored,No,Medium
GLO307,31.164555050252567,78.2846522817273,4772,2.292740967938234,25,-1.5701117795152424,1386,28,No,No,Rock-Cored,Yes,Medium
GLO308,30.962716436848844,78.98728808405035,5016,0.6242148243113738,24,-0.4488211757434719,895,29,Yes,No,Ice-Cored,Yes,Low
GLO309,31.40902689035453,79.5854495813342,4739,1.6156095465369584,11,-1.8703787493879744,1433,23,No,No,Ice-Cored,Yes,Very High
GLO310,31.93767305156294,79.67284529315891,4900,1.987315916766907,10,4.98864403849071,1170,25,Yes,No,Rock-Cored,No,High
GLO311,29.073055980911743,78.28362457218635,5004,3.2907408824091924,28,4.632828281487479,1332,31,No,No,Ice-Cored,Yes,Low
GLO312,30.729789413558414,78.31185839155918,5120,1.7138577144080198,47,4.533728993584443,962,47,Yes,Yes,Ice-Cored,Yes,Medium
GLO313,29.647627194525143,78.59767797154629,4937,4.092523725946579,24,-2.5143080475439,1476,47,Yes,No,Ice-Cored,No,Low
GLO314,31.996717531458614,79.74161724607228,4852,4.510650295141263,23,0.1985859918991916,904,42,No,Yes,Ice-Cored,No,High
GLO315,30.660944265810905,80.11453674304703,4978,0.9102187109451078,44,-2.3568283433280808,1193,47,Yes,Yes,Rock-Cored,Yes,High
GLO316,30.24779090762785,78.87591513333736,4787,4.954541547560657,47,-8.803100156827611,1460,38,Yes,No,Ice-Cored,No,High
GLO317,30.35351895837135,78.12726799198951,5053,2.183626503828901,48,-5.92273951068654,1165,41,No,No,Ice-Cored,No,Medium
GLO318,30.008734270444528,79.47186052661934,5044,2.512140737550578,42,0.4520117633527469,1070,26,Yes,Yes,Ice-Cored,Yes,Very High
GLO319,30.473164711196358,80.34680014750464,4800,1.1152436749995205,48,0.3951562655001019,1217,26,Yes,Yes,Rock-Cored,Yes,Medium
GLO320,30.090995484596625,79.30127109616461,4797,2.513296086902243,32,-6.04319568881357,1084,25,No,No,Rock-Cored,No,Low
GLO321,30.6730469113618,78.47866224821885,5100,3.1575094943878983,40,-5.065617237744446,1547,31,No,Yes,Ice-Cored,Yes,Medium
GLO322,31.604120065630056,78.61341387052735,4753,4.62508925600077,32,2.7823913913797522,1388,26,Yes,Yes,Ice-Cored,No,Low
GLO323,29.35272084342497,80.34361603365979,4743,1.0822852155224336,35,-8.432128435950899,1451,25,No,No,Rock-Cored,No,Medium
GLO324,31.3748781426403,78.8323609377814,4922,1.9972351262000063,33,4.658157180931427,1222,24,Yes,Yes,Ice-Cored,Yes,High
GLO325,29.43681827105353,78.3844665129035,4862,4.751833107197991,23,2.38537376789281,1523,37,No,Yes,Ice-Cored,No,Very High
GLO326,30.34152199514974,79.28792207106996,4933,2.4656726586713056,45,0.458300725676354,831,27,Yes,No,Ice-Cored,No,High
GLO327,31.99093318232492,79.40240066836401,5194,4.322805030360067,44,2.382881491602632,1411,32,Yes,No,Rock-Cored,No,Very High
GLO328,29.468700831541003,78.54217318373664,4725,1.2176382035678976,32,-0.0181895418461728,1117,44,Yes,No,Ice-Cored,No,Very High
GLO329,29.4284112540625,79.43316911368716,5124,3.8150571643626487,25,2.4670042776349224,806,35,No,No,Ice-Cored,Yes,Low
GLO330,30.160177742873305,79.15001914560119,4848,3.303186611768345,24,-5.319278964792352,976,25,No,No,Rock-Cored,Yes,Low
GLO331,31.53451490950755,80.81680866338516,4715,3.708137090911821,22,1.4469042129230818,1090,29,Yes,Yes,Rock-Cored,No,Medium
GLO332,30.77712033723858,80.38083718616389,4782,4.050793835443849,46,1.0410351312345547,954,44,Yes,Yes,Ice-Cored,Yes,Low
GLO333,29.66278621091436,80.05991097705689,4884,1.5157011378984773,31,3.854531198729477,1206,43,No,Yes,Ice-Cored,No,High
GLO334,30.062185155494035,79.65424575396163,4923,1.1277085332847614,23,-3.122933964425057,1475,43,No,Yes,Rock-Cored,Yes,Low
GLO335,31.21330574794509,78.02234470356808,4954,4.471383278351801,13,4.397319851824383,1046,31,Yes,Yes,Rock-Cored,Yes,Very High
GLO336,29.75532598289229,78.7017502009235,5029,3.091702827423666,10,4.301621219029604,1352,47,Yes,No,Rock-Cored,No,Low
GLO337,30.32755231285032,79.4983881525335,5023,2.0538994068957988,25,-7.149543973748154,1596,42,Yes,No,Rock-Cored,Yes,Low
GLO338,30.59118330596187,78.92279957674188,5079,2.4455854373920483,23,-0.4019464067114295,1153,35,No,No,Rock-Cored,No,High
GLO339,30.37758616511927,79.54579517718616,4913,2.070267081097852,38,-7.84521749997096,993,29,No,Yes,Ice-Cored,Yes,Very High
GLO340,31.01590927655587,80.84139529236334,4765,3.813532482107591,13,-2.0615058006085487,994,48,Yes,Yes,Rock-Cored,Yes,Very High
GLO341,29.30448778955003,78.64232197652309,5069,4.95525044944023,19,-6.324802715069713,1448,31,Yes,No,Rock-Cored,Yes,High
GLO342,30.22352888763352,80.70172036392574,5049,1.516367112893252,15,-8.259857918017964,1381,22,No,Yes,Rock-Cored,No,Low
GLO343,29.56548590963107,79.00263193194047,4934,3.099260072235421,19,-2.5866588435924216,1193,24,No,Yes,Ice-Cored,No,Medium
GLO344,29.72679205472743,79.1740425347764,5058,1.7562397381724737,40,-8.071379305212687,988,25,No,Yes,Ice-Cored,No,Medium
GLO345,30.05190855792865,78.55732836768652,4815,0.5568527518584948,35,-7.906736866219278,1595,49,No,Yes,Ice-Cored,No,Very High
GLO346,29.124472257295825,80.31163665839497,5098,3.62437063183297,35,-6.874349561141587,1460,33,Yes,Yes,Ice-Cored,No,Medium
GLO347,29.607506270252024,78.47834687670053,4774,4.47556340595443,47,2.0483752419784533,939,22,Yes,Yes,Rock-Cored,No,Low
GLO348,30.361367301499644,79.35915474502207,5000,4.588690035374361,32,3.347293806678305,886,31,No,Yes,Rock-Cored,No,Medium
GLO349,29.96965141671921,79.71758022131658,4896,4.747408579194402,15,-7.569321069349383,979,37,No,No,Rock-Cored,No,High
GLO350,31.75129499298569,79.02795398948246,4758,0.7229005290129069,14,-0.9305780151602948,941,33,Yes,Yes,Ice-Cored,No,High
GLO351,29.24910325682336,80.92318571356883,4890,4.715722186661559,23,-5.287677931211216,1428,27,Yes,No,Ice-Cored,No,Low
GLO352,30.29038950314233,80.98517950741724,5184,1.8471923826583825,12,-9.779244076523849,1035,39,No,No,Rock-Cored,No,Very High
GLO353,31.664069631441,78.92313016271125,5095,4.772332201858888,46,1.713624775969835,928,26,Yes,Yes,Rock-Cored,Yes,High
GLO354,31.139966947569366,79.86074203648242,4888,0.8786435015844565,22,-9.361654611904688,854,43,Yes,No,Ice-Cored,Yes,High
GLO355,29.306522886145064,80.64059202773412,4982,2.467138364800817,16,3.3793387684651712,1268,40,No,Yes,Ice-Cored,Yes,High
GLO356,31.76526664082692,79.95164185818282,5061,4.608129689472137,18,-9.083153017218777,847,32,Yes,Yes,Ice-Cored,No,Low
GLO357,29.714942243109792,80.69334674290441,5061,1.6735969388975331,26,-5.235184907381776,1108,27,No,Yes,Rock-Cored,Yes,Very High
GLO358,29.23688765394891,78.07302033444132,4956,2.166823416734356,34,-8.882618348520394,843,38,No,Yes,Rock-Cored,No,Low
GLO359,29.322745377733423,80.81133211743514,4968,4.544507127516995,29,-0.6554357075870847,1279,31,No,No,Ice-Cored,No,Low
GLO360,30.660812569952505,80.5394612107053,5107,2.176635008220793,10,-9.511238306128613,1017,26,No,No,Rock-Cored,No,Low
GLO361,29.38296973085749,78.34201697128647,5178,2.4280730983194534,15,-8.751862606293736,1075,24,Yes,No,Ice-Cored,No,Low
GLO362,31.327488633769832,79.79604238294785,4865,2.951333778431688,46,3.233930180915268,982,40,No,No,Ice-Cored,Yes,Very High
GLO363,30.417992798691216,79.91335390394832,4771,0.9372058109937282,25,-6.649968212141726,1116,21,No,Yes,Ice-Cored,Yes,High
GLO364,30.726104301560465,80.29948514026802,4972,3.435670187946853,39,-8.030908927857961,1108,20,Yes,No,Rock-Cored,Yes,Very High
GLO365,31.934118462864507,78.58792345609929,5120,2.3356624383970024,49,-8.952836280786613,1380,48,No,Yes,Ice-Cored,Yes,Very High
GLO366,30.500677810513896,79.62592038174878,5167,2.498146056161658,43,-2.9903492644917726,1088,27,Yes,No,Rock-Cored,No,High
GLO367,30.27610168084129,79.18627190502212,4723,4.493207019605283,10,-0.1235004852478489,889,31,No,No,Ice-Cored,No,Very High
GLO368,30.229640091696805,79.42926612633258,5131,3.845467270801096,17,4.117564113189845,1481,45,Yes,Yes,Rock-Cored,No,Low
GLO369,31.488856510416515,79.10317878551973,4913,3.31585281270066,39,2.2153217174042634,1031,27,No,Yes,Ice-Cored,Yes,Very High
GLO370,30.25715158170932,79.32710013250492,4938,2.1983830176366856,40,1.321730009301337,1330,37,No,No,Ice-Cored,Yes,Medium
GLO371,31.965955425204896,78.11413348316957,5090,2.495083908153487,27,-0.9683916922300816,1079,46,No,No,Ice-Cored,Yes,Very High
GLO372,30.679617806410818,78.9489390711558,4823,1.7263403285887369,48,-6.720048582211303,918,32,Yes,Yes,Ice-Cored,Yes,Medium
GLO373,29.181184927840675,78.51287079094013,4942,0.8728183968826619,46,4.55500273144048,854,48,Yes,No,Rock-Cored,Yes,High
GLO374,31.610289143185845,79.95183473946216,4955,3.0436843770348654,28,-3.5613822732807066,930,20,No,Yes,Rock-Cored,Yes,Low
GLO375,31.590281963551583,80.2264942382229,4910,1.2625401686224795,15,-2.3067031625046504,914,45,No,No,Rock-Cored,Yes,Medium
GLO376,30.590007622447352,80.23614250057122,4711,1.1063657775771507,19,-8.155586046773793,905,48,No,No,Ice-Cored,No,High
GLO377,30.073942622329245,78.20334108824618,4748,2.376757064938778,17,-3.1645155404824497,1332,21,Yes,Yes,Ice-Cored,No,High
GLO378,29.51781311705681,80.77589012508801,5092,2.059008231348819,38,2.18509558837785,893,33,Yes,Yes,Rock-Cored,No,Low
GLO379,30.059786872279908,79.30184946491467,5113,2.0893516613671403,42,3.7239512138924695,1084,24,Yes,Yes,Ice-Cored,No,Medium
GLO380,31.63380019512305,79.94839214941508,4920,3.607076323580349,20,-3.5277562685232207,1318,28,No,Yes,Rock-Cored,Yes,Very High
GLO381,29.309821582276918,79.01470268167361,4714,2.7543404451738915,28,1.6948512302050531,1010,22,Yes,No,Ice-Cored,Yes,Very High
GLO382,31.80178969860692,80.39001591865264,5174,3.2488830152380004,25,-0.4784209528902234,1529,23,Yes,Yes,Rock-Cored,No,Medium
GLO383,31.41902716827089,80.842060049853,5039,2.0684052236835373,32,-4.652751760478389,1076,23,No,No,Rock-Cored,No,Very High
GLO384,31.8448448991491,79.29517825314467,5135,2.4507223579129764,24,-0.8008801927430707,1046,43,No,Yes,Ice-Cored,Yes,Low
GLO385,29.249973102364496,80.5180476698412,5080,1.3267705478220515,46,-3.1080801830170754,1280,38,Yes,No,Ice-Cored,Yes,Very High
GLO386,30.642589616821063,80.13430883190796,4989,4.190868474291591,12,2.6221919180563127,1450,20,Yes,Yes,Ice-Cored,Yes,Medium
GLO387,30.75737517255865,78.94485930276582,4937,1.4541609096485253,10,-5.830092002674955,1397,28,Yes,No,Ice-Cored,Yes,Very High
GLO388,29.137344403251547,80.30589883235743,4801,4.824742487470372,47,-9.027571553779833,1228,25,Yes,Yes,Ice-Cored,No,Medium
GLO389,31.960199209718876,80.65038495499203,4738,3.722986621661389,43,-4.041501890444584,1530,37,Yes,No,Ice-Cored,Yes,Very High
GLO390,30.909729343672893,78.81392270715462,4930,2.8448134952717155,32,-1.3069930484794554,1259,40,No,Yes,Rock-Cored,No,Very High
GLO391,29.691660672291977,80.85202281727311,4937,2.634987334867771,25,-4.157052373354485,964,25,Yes,No,Ice-Cored,Yes,Low
GLO392,29.11739726477181,79.87404170669774,4764,3.89307746575178,48,-0.4919301649743079,1037,43,No,No,Rock-Cored,No,Very High
GLO393,31.26827130584709,79.53774307877444,5189,2.852915678781517,20,-4.77271130005968,1273,48,Yes,Yes,Rock-Cored,No,Low
GLO394,31.91707151922204,78.44749225685725,4711,4.849701302307227,18,2.0668576052002656,1347,43,Yes,Yes,Ice-Cored,Yes,Medium
GLO395,30.54503981805648,80.25128551346191,4850,0.8961524148506212,12,-9.911074209661786,1124,40,No,No,Rock-Cored,No,High
GLO396,29.010384410523056,78.31467708328206,5144,2.141695966038093,28,0.3709864693077342,1451,48,No,Yes,Ice-Cored,No,Very High
GLO397,29.555726732785725,78.81199959932458,5018,2.4393017492390623,30,-8.152559512659913,1538,44,No,No,Rock-Cored,No,High
GLO398,29.75594159373024,79.92947934441239,4901,0.6146149388678486,18,4.1665146574194445,920,39,Yes,No,Rock-Cored,Yes,Very High
GLO399,31.353895858437426,78.77493835111471,5187,0.9891238341614362,17,-3.1605218567245057,970,20,Yes,No,Ice-Cored,Yes,High
GLO400,30.487428191474876,78.21217229272132,4776,3.42859576845362,19,-7.787861104284823,937,25,Yes,No,Rock-Cored,Yes,High
GLO401,29.751153121057925,78.73140509334283,4917,2.367006716826876,21,-2.049469822804152,1484,45,No,Yes,Ice-Cored,Yes,Very High
